extracted_text,llm_label,bioportal_prefLabel,ontology_uri,ontology,mapping_backend,mapping_error,chunk,start,end,source_pass,context,source_chunk_path
globus pallidus,BRAIN_REGION,Putamen or Globus Pallidus,http://purl.obolibrary.org/obo/NCIT_C182245,BERO,local,,chunk_003,4140,4155,llm_pass1,"the human basal ganglia. (A) Relative proportions of all neuronal cell types including non-MSN and globus pallidus (GP) neuron subtypes-as well as CGEand MGE-derived GABAergic neuron subclasses, in both combined an",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
CGEand MGE-derived GABAergic neuron subclasses,NeuronSubtypeCategory,GABAergic neuron,http://purl.obolibrary.org/obo/CL_0000617,HRA,local,,chunk_003,4188,4234,llm_masked_pass,"ns of all neuronal cell types including non-MSN and globus pallidus (GP) neuron subtypes-as well as CGEand MGE-derived GABAergic neuron subclasses, in both combined and individual MERFISH+ assays, showing all sections versus AP-specific proportio",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
D1+ and D2+ medium spiny neurons,NeuronSubtype,STR D2 Gaba_6 indirect pathway medium spiny neuron (Mmus),http://purl.obolibrary.org/obo/PCL_0110849,PCL,local,,chunk_003,4367,4399,llm_masked_pass,"MERFISH+ assays, showing all sections versus AP-specific proportions. (B) Spatial distributions of D1+ and D2+ medium spiny neurons (MSNs) across anterior-posterior sections of the human basal ganglia. (C) Spatial distributions of",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
human basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_003,4449,4468,llm_pass1,distributions of D1+ and D2+ medium spiny neurons (MSNs) across anterior-posterior sections of the human basal ganglia. (C) Spatial distributions of diverse non-MSN basal ganglia. (A) Spatial distributions of two oligo,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
oligodendrocyte subtypes,GlialCellSubtypeCategory,Oligo L1-6 OPALIN middle temporal gyrus oligodendrocyte (Hsap),http://purl.obolibrary.org/obo/PCL_0023073,PCL,local,,chunk_003,4563,4587,llm_masked_pass,nglia. (C) Spatial distributions of diverse non-MSN basal ganglia. (A) Spatial distributions of two oligodendrocyte subtypes (Oligo OPALIN and Oligo PLEKHG1) in anterior and posterior sections of the human basal ganglia. (B),/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
Oligo OPALIN,OligodendrocyteSubtype,NS forest marker set of Oligo OPALIN LOC103790018 M1 (Marmoset).,http://purl.obolibrary.org/obo/PCL_0020583,PCL,local,,chunk_003,4589,4601,llm_masked_pass,utions of diverse non-MSN basal ganglia. (A) Spatial distributions of two oligodendrocyte subtypes (Oligo OPALIN and Oligo PLEKHG1) in anterior and posterior sections of the human basal ganglia. (B) Spatial subre,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
Oligo PLEKHG1,OligodendrocyteSubtype,Oligo L1-6 OPALIN middle temporal gyrus oligodendrocyte (Hsap),http://purl.obolibrary.org/obo/PCL_0023073,PCL,local,,chunk_003,4606,4619,llm_masked_pass,non-MSN basal ganglia. (A) Spatial distributions of two oligodendrocyte subtypes (Oligo OPALIN and Oligo PLEKHG1) in anterior and posterior sections of the human basal ganglia. (B) Spatial subregion specific dist,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
human basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_003,4663,4682,llm_pass1,oligodendrocyte subtypes (Oligo OPALIN and Oligo PLEKHG1) in anterior and posterior sections of the human basal ganglia. (B) Spatial subregion specific distributions of six astrocyte subtypes across anteriorposterior sa,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
astrocyte subtypes,AstrocyteSubtypeCategory,decreased astrocyte size,http://purl.obolibrary.org/obo/MP_0020435,UPHENO,local,,chunk_003,4736,4754,llm_masked_pass,posterior sections of the human basal ganglia. (B) Spatial subregion specific distributions of six astrocyte subtypes across anteriorposterior sample sections. (C) Spatial expression maps of representative marker gene,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
striosome-matrix boundaries,StriatalCompartmentBoundary,establishment of posterior gap gene boundaries,http://purl.org/obo/owl/GO#GO_0007361,BIOMODELS,local,,chunk_003,4976,5003,llm_masked_pass,ach astrocyte subtype across anterior-posterior sample sections show subregion specific expression. striosome-matrix boundaries. (A) Heatmap of astrocytic gene expression as a function of distance from the striosome-matrix bord,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
astrocytic gene expression,GlialMolecularProfile,Gene expression matrix,http://edamontology.org/data_3112,EDAM,local,,chunk_003,5020,5046,llm_masked_pass,ior sample sections show subregion specific expression. striosome-matrix boundaries. (A) Heatmap of astrocytic gene expression as a function of distance from the striosome-matrix border. Distance is measured relative to the bo,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
striosome-matrix border,StriatalCompartmentBoundary,"somite border disrupted extracellular matrix organization, abnormal",http://purl.obolibrary.org/obo/ZP_0022686,UPHENO,local,,chunk_003,5082,5105,llm_masked_pass,"ome-matrix boundaries. (A) Heatmap of astrocytic gene expression as a function of distance from the striosome-matrix border. Distance is measured relative to the border (center), where 0 represents the striosome-matrix bord",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
astrocytes,GlialCellType,Set of astrocytes,http://purl.org/sig/ont/fma/fma84101,FMA,local,,chunk_003,5368,5378,llm_masked_pass,+500 µm into striosome interiors (positive values). (B) UMAP embedding computed from clustering of astrocytes located within ±500 µm from the striosome-matrix border based on genes shown in (A) in the posterio,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
basal ganglia brain tissue,BrainTissue,basal ganglia disease,http://purl.jp/bio/4/id/200906064440245832,IOBC,local,,chunk_003,5989,6015,llm_masked_pass,ers as a function TABLE 1226 REAGENT or RESOURCE SOURCE IDENTIFIER Biological samples Healthy adult basal ganglia brain tissue University of California Irvine BICAN Brain Bank Case#UCI-2724 Case#UCI-3924 Case#UCI-1311 Case#UCI,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
Stereo-seq,SpatialTranscriptomicsTechnique,stereo fundus camera,http://purl.jp/bio/4/id/201606013852084525,IOBC,local,,chunk_003,7609,7619,llm_masked_pass,ium persulfate Sigma-Aldrich Cat#215589-100G Agilent Technologies D1000 Reagents Agilent Cat# D1000 Stereo-seq Permeabilization Set for Chip-on-a-slide V1.1 Complete Genomics Cat#211SP11118-CG Stereo-seq Transc,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
basal ganglia,BRAIN_STRUCTURE,basal ganglia disease,http://www.ebi.ac.uk/efo/EFO_0009533,EFO,local,,chunk_003,8749,8762,llm_pass1,", each pre-dissected postmortem human coronal brain slab, which is 5-10 mm thick and containing the basal ganglia, was used in this study. To prepare adjacent brain sections for experiments, a tissue block measuri",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
basal ganglia components,BrainRegionCategory,basal ganglia disease,http://purl.obolibrary.org/obo/DOID_679,BAO,local,,chunk_003,8900,8924,llm_masked_pass,"djacent brain sections for experiments, a tissue block measuring up to 4 cm × 5 cm and encompassing basal ganglia components was further dissected out of each coronal brain slab, quickly embedded in OCT embedding medium, and",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
isopentane,CHEMICAL,isopentane concentration,http://purl.dataone.org/odo/ECSO_00001625,ECSO,local,,chunk_003,9054,9064,llm_pass1,"each coronal brain slab, quickly embedded in OCT embedding medium, and frozen in dry ice prechilled isopentane (SigmaAldrich, M33631). Cryosections of 10 µm and 16 µm thickness were then obtained using a Leica",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
spatial transcriptomics,SpatialTranscriptomicsTechnique,Visium Spatial Gene Expression,http://www.ebi.ac.uk/efo/EFO_0010961,EFO,local,,chunk_003,9603,9626,llm_masked_pass,"28 mm dimensions (Figure 1). Sample processing for Stereo-seq For Stereo-seq, tissue fixation and spatial transcriptomics procedures were conducted in accordance with the manufacturer's protocol and established methods. B",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
methanol,CHEMICAL,Methanol &#x7C; Tissue and Smears &#x7C; Drug toxicology,http://purl.bioontology.org/ontology/LNC/LP391444-9,LOINC,local,,chunk_003,9830,9838,llm_pass1,"ly, tissue sections mounted on Stereo-seq chips were dried at 37°C (5 min), then fixed in precooled methanol (SigmaAldrich, 1060071000) for 30 mins at -20 °C. After fixation, sections were stained with Qubit™",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
Qubit™ ssDNA Assay Kit,CHEMICAL,DNA extraction assay kit,http://purl.obolibrary.org/obo/NGBO_6000238,NGBO,local,,chunk_003,9932,9954,llm_pass1,"thanol (SigmaAldrich, 1060071000) for 30 mins at -20 °C. After fixation, sections were stained with Qubit™ ssDNA Assay Kit (Invitrogen, Q10212) and incubated in the dark for 5 mins, washed with 0.1× SSC buffer with 5% RNas",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
RNase inhibitor,CHEMICAL,HIV-1 RNase H inhibitor,http://purl.obolibrary.org/obo/CHEBI_52629,BIOMODELS,local,,chunk_003,10050,10065,llm_pass1,"Kit (Invitrogen, Q10212) and incubated in the dark for 5 mins, washed with 0.1× SSC buffer with 5% RNase inhibitor (0.05 U/mL, New England Biolabs, M0314L), the nuclei-stained tissue section was imaged using the FI",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
Qubit dsDNA HS Assay Kit,CHEMICAL,Calcium Assay Kit,http://www.bioassayontology.org/bao#BAO_0003092,BAO,local,,chunk_003,10993,11017,llm_pass1,". After size selection, amplification, and purification, cDNA concentrations were measured with the Qubit dsDNA HS Assay Kit (Invitrogen, Q32854). The distribution of cDNA fragment size was also measured using Agilent's D500",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
genes,GENE,HNPCC genes mutations tested for,http://purl.bioontology.org/ontology/LNC/LP228643-5,LOINC,local,,chunk_003,11593,11598,llm_pass1,", 100008555). MERFISH+ design and methodology 1. Gene selection: First, we compiled 992 candidate genes that comprised 150 canonical cell type marker genes, 20 control genes (housekeeping genes) and 822",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
Human basal ganglia,BRAIN_STRUCTURE,basal ganglia  ( human ),https://purl.brain-bican.org/ontology/hbao/HBA_4276,PCL,local,,chunk_003,11787,11806,llm_pass1,s) and 822 genes that were differentially expressed between Group level cell types in the reference Human basal ganglia snRNA-seq dataset from the Allen Brain Institute (RRID:SCR_006491). We then refined the list by rem,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
snRNA-seq,SingleNucleusTranscriptomicsTechnique,increased mature snRNA level,http://purl.obolibrary.org/obo/FYPO_0004206,UPHENO,local,,chunk_003,11807,11816,llm_masked_pass,t were differentially expressed between Group level cell types in the reference Human basal ganglia snRNA-seq dataset from the Allen Brain Institute (RRID:SCR_006491). We then refined the list by removing non-,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
smFISH,MolecularImagingTechnique,smFISH quantification,http://purl.obolibrary.org/obo/TEMP#251000000156,VIMM,local,,chunk_003,13058,13064,llm_masked_pass,"gn by adding a 4th readout sequence in order to help us to troubleshoot MERFISH experiments through smFISH imaging. To design the primary probes, we first generated overlapping 40-mer target sequences from",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
medium spiny neurons,NeuronSubtype,Excitotoxicity Damage of Striatum Medium Spiny Neurons in Huntington Disease,urn:agi-pathway:uuid-eb0af87d-5e76-4826-9444-ee515e97051b,BPT,local,,chunk_003,,,llm_masked_pass_unmapped,,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
GP neuron subtypes,NeuronSubtypeCategory,GP to GP generated transaction,http://purl.bioontology.org/ontology/RCTV2/9b0x.00,RCTV2,local,,chunk_003,,,llm_masked_pass_unmapped,,/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_003.txt
RNA,RNA,"obsolete transcription factor activity, sequence-specific DNA binding, RNA polymerase recruiting",http://purl.obolibrary.org/obo/GO_0001011,BERO,local,,chunk_004,494,497,llm_pass1,"product was purified and concentrated with Zymo DNA clean & concentrator-25 (Zymo Research, D4006). RNA was generated from the purified PCR-amplified DNA through in-vitro transcription (IVT) using HiScri",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_004.txt
RNA,RNA,"obsolete transcription factor activity, sequence-specific DNA binding, RNA polymerase recruiting",http://purl.obolibrary.org/obo/GO_0001011,BERO,local,,chunk_004,700,703,llm_pass1,"T7 ARCA mRNA kit (NEB, E2060S). Next, single strand DNA (ssDNA) was generated from the IVT-derived RNA through reverse transcription (RT) using Thermo Scientific Maxima Reverse Transcriptase (Thermo Fis",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_004.txt
RNA,RNA,"obsolete transcription factor activity, sequence-specific DNA binding, RNA polymerase recruiting",http://purl.obolibrary.org/obo/GO_0001011,BERO,local,,chunk_004,917,920,llm_pass1,", EP0743). The RT product went through alkaline hydrolysis (1:1 of 1M NaOH and 0.5M EDTA) to remove RNA followed by ssDNA (encoding probes) purification using Zymo Oligo Clean & Concentrator (Zymo Resear",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_004.txt
ssDNA,DNA,ssDNA virus infectious disease,http://www.owl-ontologies.com/NPOntology.owl#DOID_0050499,NATPRO,local,,chunk_004,933,938,llm_pass1,"T product went through alkaline hydrolysis (1:1 of 1M NaOH and 0.5M EDTA) to remove RNA followed by ssDNA (encoding probes) purification using Zymo Oligo Clean & Concentrator (Zymo Research, D4061). The co",/Users/pujatrivedi/Desktop/MIT/blended_ner_framework/data/papers/multiscale_spatial_transcriptomic/20260602T192339/chunks/chunk_004.txt
